date,dc_id,load_MW,cooling_kW
2022-05-22,DC_10,17.17,2359.3
2022-05-23,DC_10,17.51,2332.0
2022-05-24,DC_10,16.34,2301.7
2022-05-25,DC_10,16.7,2254.7
2022-05-26,DC_10,16.49,2288.0
2022-05-27,DC_10,16.58,2345.5
2022-05-28,DC_10,17.56,2368.1
2022-05-29,DC_10,17.06,2268.1
2022-05-30,DC_10,15.68,2296.4
2022-05-31,DC_10,16.29,2449.4
2022-06-01,DC_10,16.59,2466.6
2022-06-02,DC_10,16.84,2337.6
2022-06-03,DC_10,16.74,2317.9
2022-06-04,DC_10,16.53,2106.6
2022-06-05,DC_10,17.1,2327.3
2022-06-06,DC_10,17.84,2302.1
2022-06-07,DC_10,16.02,2223.1
2022-06-08,DC_10,17.6,2210.3
2022-06-09,DC_10,16.12,2366.4
2022-06-10,DC_10,15.15,2191.8
2022-06-11,DC_10,17.11,2291.9
2022-06-12,DC_10,16.91,2356.6
2022-06-13,DC_10,16.4,2499.8
2022-06-14,DC_10,17.65,2374.9
2022-06-15,DC_10,15.43,2295.3
2022-06-16,DC_10,17.05,2425.4
2022-06-17,DC_10,16.19,2393.2
2022-06-18,DC_10,17.3,2340.6
2022-06-19,DC_10,16.15,2303.1
2022-06-20,DC_10,16.39,2435.7
2022-06-21,DC_10,16.23,2471.8
2022-06-22,DC_10,16.93,2486.5
2022-06-23,DC_10,16.98,2317.5
2022-06-24,DC_10,16.29,2366.4
2022-06-25,DC_10,16.09,2346.3
2022-06-26,DC_10,16.93,2282.3
2022-06-27,DC_10,15.92,2229.2
2022-06-28,DC_10,17.27,2292.9
2022-06-29,DC_10,17.09,2494.4
2022-06-30,DC_10,16.69,2510.3
2022-07-01,DC_10,17.74,2285.5
2022-07-02,DC_10,16.62,2145.0
2022-07-03,DC_10,16.89,2380.9
2022-07-04,DC_10,17.38,2552.7
2022-07-05,DC_10,17.06,2390.4
2022-07-06,DC_10,15.95,2261.2
2022-07-07,DC_10,16.51,2345.7
2022-07-08,DC_10,16.02,2234.1
2022-07-09,DC_10,16.88,2437.6
2022-07-10,DC_10,17.14,2425.1
2022-07-11,DC_10,16.87,2393.3
2022-07-12,DC_10,16.76,2418.5
2022-07-13,DC_10,16.95,2287.8
2022-07-14,DC_10,16.73,2361.9
2022-07-15,DC_10,16.63,2513.7
2022-07-16,DC_10,17.38,2265.9
2022-07-17,DC_10,16.64,2473.6
2022-07-18,DC_10,17.46,2396.3
2022-07-19,DC_10,16.58,2298.3
2022-07-20,DC_10,16.37,2382.0
2022-07-21,DC_10,17.37,2489.3
2022-07-22,DC_10,17.03,2363.8
2022-07-23,DC_10,16.89,2505.0
2022-07-24,DC_10,17.13,2452.0
2022-07-25,DC_10,17.82,2406.4
2022-07-26,DC_10,17.71,2486.8
2022-07-27,DC_10,17.41,2470.7
2022-07-28,DC_10,17.75,2312.6
2022-07-29,DC_10,17.47,2337.2
2022-07-30,DC_10,16.82,2420.4
2022-07-31,DC_10,16.54,2488.4
2022-08-01,DC_10,18.14,2394.3
2022-08-02,DC_10,16.42,2590.5
2022-08-03,DC_10,17.47,2506.9
2022-08-04,DC_10,16.75,2392.6
2022-08-05,DC_10,16.91,2250.4
2022-08-06,DC_10,16.47,2442.5
2022-08-07,DC_10,18.07,2409.3
2022-08-08,DC_10,17.53,2438.8
2022-08-09,DC_10,17.79,2468.4
2022-08-10,DC_10,17.65,2378.5
2022-08-11,DC_10,17.19,2551.5
2022-08-12,DC_10,17.45,2327.8
2022-08-13,DC_10,16.64,2521.4
2022-08-14,DC_10,16.64,2317.6
2022-08-15,DC_10,16.43,2447.7
2022-08-16,DC_10,17.18,2485.7
2022-08-17,DC_10,16.5,2449.4
2022-08-18,DC_10,18.08,2389.0
2022-08-19,DC_10,17.87,2381.4
2022-08-20,DC_10,17.61,2324.0
2022-08-21,DC_10,18.46,2359.5
2022-08-22,DC_10,17.26,2326.0
2022-08-23,DC_10,17.99,2559.3
2022-08-24,DC_10,17.18,2605.2
2022-08-25,DC_10,16.3,2459.1
2022-08-26,DC_10,17.45,2499.0
2022-08-27,DC_10,17.98,2505.6
2022-08-28,DC_10,16.27,2407.3
2022-08-29,DC_10,17.61,2374.8
2022-08-30,DC_10,17.53,2442.6
2022-08-31,DC_10,17.21,2303.4
2022-09-01,DC_10,16.88,2423.5
2022-09-02,DC_10,17.25,2620.7
2022-09-03,DC_10,17.35,2454.2
2022-09-04,DC_10,16.97,2393.8
2022-09-05,DC_10,16.87,2497.3
2022-09-06,DC_10,18.28,2434.8
2022-09-07,DC_10,17.61,2342.8
2022-09-08,DC_10,17.13,2417.0
2022-09-09,DC_10,17.33,2558.7
2022-09-10,DC_10,17.41,2412.6
2022-09-11,DC_10,17.99,2314.6
2022-09-12,DC_10,16.84,2480.4
2022-09-13,DC_10,17.71,2462.9
2022-09-14,DC_10,17.05,2414.5
2022-09-15,DC_10,17.32,2541.3
2022-09-16,DC_10,17.67,2561.9
2022-09-17,DC_10,16.65,2356.5
2022-09-18,DC_10,16.73,2524.6
2022-09-19,DC_10,17.33,2409.1
2022-09-20,DC_10,17.51,2343.3
2022-09-21,DC_10,17.39,2311.6
2022-09-22,DC_10,17.84,2394.0
2022-09-23,DC_10,17.24,2484.3
2022-09-24,DC_10,17.15,2522.0
2022-09-25,DC_10,17.64,2420.8
2022-09-26,DC_10,17.12,2315.0
2022-09-27,DC_10,17.7,2539.3
2022-09-28,DC_10,16.22,2535.3
2022-09-29,DC_10,17.39,2450.3
2022-09-30,DC_10,17.3,2385.2
2022-10-01,DC_10,18.2,2428.9
2022-10-02,DC_10,17.69,2295.5
2022-10-03,DC_10,17.76,2395.0
2022-10-04,DC_10,17.21,2316.9
2022-10-05,DC_10,17.38,2445.7
2022-10-06,DC_10,16.77,2381.3
2022-10-07,DC_10,17.23,2607.4
2022-10-08,DC_10,17.53,2545.5
2022-10-09,DC_10,18.45,2374.8
2022-10-10,DC_10,18.02,2430.4
2022-10-11,DC_10,17.72,2474.4
2022-10-12,DC_10,17.78,2458.9
2022-10-13,DC_10,17.58,2506.3
2022-10-14,DC_10,17.42,2439.0
2022-10-15,DC_10,17.47,2310.2
2022-10-16,DC_10,16.74,2377.8
2022-10-17,DC_10,16.87,2436.7
2022-10-18,DC_10,17.04,2420.5
2022-10-19,DC_10,17.33,2530.1
2022-10-20,DC_10,16.87,2511.7
2022-10-21,DC_10,17.75,2516.4
2022-10-22,DC_10,17.97,2434.7
2022-10-23,DC_10,17.12,2463.3
2022-10-24,DC_10,17.26,2363.9
2022-10-25,DC_10,17.19,2565.0
2022-10-26,DC_10,17.99,2459.9
2022-10-27,DC_10,17.75,2471.2
2022-10-28,DC_10,16.83,2262.1
2022-10-29,DC_10,17.45,2411.3
2022-10-30,DC_10,16.0,2492.9
2022-10-31,DC_10,17.47,2413.3
2022-11-01,DC_10,16.91,2397.0
2022-11-02,DC_10,16.81,2564.8
2022-11-03,DC_10,16.86,2354.7
2022-11-04,DC_10,16.63,2320.6
2022-11-05,DC_10,16.55,2305.2
2022-11-06,DC_10,17.9,2537.3
2022-11-07,DC_10,17.35,2294.0
2022-11-08,DC_10,17.72,2416.9
2022-11-09,DC_10,17.64,2392.5
2022-11-10,DC_10,17.16,2415.6
2022-11-11,DC_10,17.96,2518.0
2022-11-12,DC_10,18.24,2434.8
2022-11-13,DC_10,17.39,2409.0
2022-11-14,DC_10,17.38,2311.1
2022-11-15,DC_10,16.89,2463.7
2022-11-16,DC_10,17.09,2407.6
2022-11-17,DC_10,17.08,2414.7
2022-11-18,DC_10,16.79,2527.7
2022-11-19,DC_10,17.53,2414.3
2022-11-20,DC_10,17.04,2290.0
2022-11-21,DC_10,16.58,2315.8
2022-11-22,DC_10,16.64,2610.0
2022-11-23,DC_10,17.94,2492.9
2022-11-24,DC_10,16.67,2361.3
2022-11-25,DC_10,16.82,2308.0
2022-11-26,DC_10,17.61,2259.8
2022-11-27,DC_10,16.64,2449.1
2022-11-28,DC_10,17.11,2391.6
2022-11-29,DC_10,17.55,2363.9
2022-11-30,DC_10,16.51,2373.4
2022-12-01,DC_10,15.99,2430.7
2022-12-02,DC_10,17.05,2313.0
2022-12-03,DC_10,15.58,2612.2
2022-12-04,DC_10,16.26,2305.0
2022-12-05,DC_10,17.25,2404.7
2022-12-06,DC_10,16.95,2364.2
2022-12-07,DC_10,16.94,2379.4
2022-12-08,DC_10,17.32,2506.9
2022-12-09,DC_10,16.85,2436.0
2022-12-10,DC_10,17.13,2219.8
2022-12-11,DC_10,16.74,2359.4
2022-12-12,DC_10,17.72,2284.0
2022-12-13,DC_10,16.26,2324.3
2022-12-14,DC_10,17.57,2238.6
2022-12-15,DC_10,16.63,2245.8
2022-12-16,DC_10,16.51,2427.6
2022-12-17,DC_10,17.59,2423.8
2022-12-18,DC_10,16.56,2336.2
2022-12-19,DC_10,16.29,2291.9
2022-12-20,DC_10,15.41,2365.3
2022-12-21,DC_10,16.96,2296.8
2022-12-22,DC_10,17.65,2173.7
2022-12-23,DC_10,16.66,2404.5
2022-12-24,DC_10,16.91,2426.1
2022-12-25,DC_10,17.31,2340.0
2022-12-26,DC_10,16.7,2398.8
2022-12-27,DC_10,16.59,2411.2
2022-12-28,DC_10,16.28,2388.6
2022-12-29,DC_10,16.55,2428.3
2022-12-30,DC_10,16.54,2247.4
2022-12-31,DC_10,17.05,2242.9
2023-01-01,DC_10,16.55,2377.4
2023-01-02,DC_10,17.13,2373.3
2023-01-03,DC_10,16.3,2390.6
2023-01-04,DC_10,16.22,2346.8
2023-01-05,DC_10,16.74,2461.5
2023-01-06,DC_10,15.99,2284.9
2023-01-07,DC_10,16.1,2396.8
2023-01-08,DC_10,17.26,2264.8
2023-01-09,DC_10,16.84,2240.7
2023-01-10,DC_10,15.82,2202.2
2023-01-11,DC_10,16.54,2406.1
2023-01-12,DC_10,16.78,2215.0
2023-01-13,DC_10,16.44,2252.6
2023-01-14,DC_10,16.95,2539.5
2023-01-15,DC_10,16.18,2132.1
2023-01-16,DC_10,17.23,2310.2
2023-01-17,DC_10,16.24,2367.4
2023-01-18,DC_10,16.56,2333.4
2023-01-19,DC_10,16.35,2455.8
2023-01-20,DC_10,16.75,2280.3
2023-01-21,DC_10,17.95,2387.8
2023-01-22,DC_10,15.56,2238.4
2023-01-23,DC_10,17.18,2384.5
2023-01-24,DC_10,16.94,2238.7
2023-01-25,DC_10,16.74,2386.3
2023-01-26,DC_10,16.47,2340.6
2023-01-27,DC_10,16.22,2380.0
2023-01-28,DC_10,16.93,2240.9
2023-01-29,DC_10,16.7,2196.6
2023-01-30,DC_10,15.5,2198.2
2023-01-31,DC_10,17.42,2362.2
2023-02-01,DC_10,16.55,2263.8
2023-02-02,DC_10,15.42,2290.4
2023-02-03,DC_10,17.04,2334.2
2023-02-04,DC_10,15.75,2122.9
2023-02-05,DC_10,16.49,2261.6
2023-02-06,DC_10,17.2,2223.2
2023-02-07,DC_10,16.29,2359.8
2023-02-08,DC_10,16.3,2413.3
2023-02-09,DC_10,15.83,2237.9
2023-02-10,DC_10,17.25,2424.0
2023-02-11,DC_10,16.47,2268.6
2023-02-12,DC_10,16.29,2239.2
2023-02-13,DC_10,15.63,2265.0
2023-02-14,DC_10,16.54,2298.3
2023-02-15,DC_10,16.66,2351.4
2023-02-16,DC_10,16.37,2101.2
2023-02-17,DC_10,16.37,2315.4
2023-02-18,DC_10,16.63,2379.1
2023-02-19,DC_10,16.58,2325.8
2023-02-20,DC_10,16.77,2285.9
2023-02-21,DC_10,16.32,2281.5
2023-02-22,DC_10,16.65,2267.9
2023-02-23,DC_10,16.18,2280.1
2023-02-24,DC_10,16.73,2296.8
2023-02-25,DC_10,15.46,2232.8
2023-02-26,DC_10,16.04,2127.7
2023-02-27,DC_10,15.85,2142.7
2023-02-28,DC_10,16.36,2298.4
2023-03-01,DC_10,16.74,2275.3
2023-03-02,DC_10,15.52,2292.3
2023-03-03,DC_10,16.51,2186.9
2023-03-04,DC_10,16.15,2149.8
2023-03-05,DC_10,15.66,2332.3
2023-03-06,DC_10,16.42,2269.6
2023-03-07,DC_10,16.79,2233.6
2023-03-08,DC_10,16.04,2234.9
2023-03-09,DC_10,16.45,2226.1
2023-03-10,DC_10,16.01,2321.6
2023-03-11,DC_10,14.82,2289.7
2023-03-12,DC_10,16.13,2262.8
2023-03-13,DC_10,16.21,2329.6
2023-03-14,DC_10,15.75,2191.6
2023-03-15,DC_10,15.24,2381.4
2023-03-16,DC_10,15.97,2143.8
2023-03-17,DC_10,16.08,2273.0
2023-03-18,DC_10,16.36,2356.0
2023-03-19,DC_10,16.57,2295.4
2023-03-20,DC_10,14.85,2204.5
2023-03-21,DC_10,15.68,2267.3
2023-03-22,DC_10,16.17,2333.8
2023-03-23,DC_10,16.38,2208.1
2023-03-24,DC_10,15.73,2216.6
2023-03-25,DC_10,16.54,2294.5
2023-03-26,DC_10,16.54,2230.5
2023-03-27,DC_10,16.0,2160.4
2023-03-28,DC_10,15.98,2262.0
2023-03-29,DC_10,15.55,2159.4
2023-03-30,DC_10,16.43,2270.6
2023-03-31,DC_10,16.15,2243.3
2023-04-01,DC_10,15.52,2243.5
2023-04-02,DC_10,16.18,2179.3
2023-04-03,DC_10,15.97,2354.8
2023-04-04,DC_10,16.51,2287.9
2023-04-05,DC_10,16.78,2232.1
2023-04-06,DC_10,16.87,2217.2
2023-04-07,DC_10,15.86,2189.5
2023-04-08,DC_10,16.2,2251.9
2023-04-09,DC_10,16.49,2276.4
2023-04-10,DC_10,16.25,2329.7
2023-04-11,DC_10,16.99,2172.5
2023-04-12,DC_10,16.1,2209.2
2023-04-13,DC_10,16.19,2279.0
2023-04-14,DC_10,15.33,2326.4
2023-04-15,DC_10,15.62,2334.6
2023-04-16,DC_10,16.07,2323.8
2023-04-17,DC_10,16.62,2336.5
2023-04-18,DC_10,15.89,2326.2
2023-04-19,DC_10,15.86,2270.8
2023-04-20,DC_10,16.49,2399.6
2023-04-21,DC_10,15.66,2257.1
2023-04-22,DC_10,16.35,2303.2
2023-04-23,DC_10,16.19,2210.5
2023-04-24,DC_10,16.05,2187.9
2023-04-25,DC_10,16.54,2338.7
2023-04-26,DC_10,16.36,2292.6
2023-04-27,DC_10,16.38,2409.5
2023-04-28,DC_10,16.75,2367.6
2023-04-29,DC_10,16.58,2272.2
2023-04-30,DC_10,16.31,2229.6
2023-05-01,DC_10,15.96,2454.7
2023-05-02,DC_10,14.79,2277.8
2023-05-03,DC_10,16.69,2075.8
2023-05-04,DC_10,17.53,2432.1
2023-05-05,DC_10,15.63,2361.5
2023-05-06,DC_10,17.27,2333.9
2023-05-07,DC_10,16.57,2278.8
2023-05-08,DC_10,15.67,2299.6
2023-05-09,DC_10,16.27,2302.5
2023-05-10,DC_10,16.2,2287.8
2023-05-11,DC_10,16.37,2402.6
2023-05-12,DC_10,16.78,2420.9
2023-05-13,DC_10,16.32,2217.6
2023-05-14,DC_10,16.32,2365.2
2023-05-15,DC_10,17.28,2186.4
2023-05-16,DC_10,16.62,2396.9
2023-05-17,DC_10,16.1,2264.2
2023-05-18,DC_10,17.22,2310.8
2023-05-19,DC_10,16.11,2363.0
2023-05-20,DC_10,16.69,2248.4
2023-05-21,DC_10,17.35,2359.4
2023-05-22,DC_10,16.76,2230.7
2023-05-23,DC_10,17.21,2325.5
2023-05-24,DC_10,17.35,2339.8
2023-05-25,DC_10,16.41,2117.8
2023-05-26,DC_10,17.31,2347.3
2023-05-27,DC_10,15.92,2226.6
2023-05-28,DC_10,16.8,2276.1
2023-05-29,DC_10,16.3,2265.5
2023-05-30,DC_10,16.87,2205.7
2023-05-31,DC_10,16.82,2355.5
2023-06-01,DC_10,17.15,2335.8
2023-06-02,DC_10,16.53,2198.4
2023-06-03,DC_10,17.39,2438.9
2023-06-04,DC_10,16.82,2544.9
2023-06-05,DC_10,16.29,2268.9
2023-06-06,DC_10,16.64,2256.0
2023-06-07,DC_10,16.34,2272.2
2023-06-08,DC_10,15.94,2302.1
2023-06-09,DC_10,16.49,2369.1
2023-06-10,DC_10,17.6,2316.0
2023-06-11,DC_10,16.58,2363.9
2023-06-12,DC_10,17.19,2360.4
2023-06-13,DC_10,17.07,2370.5
2023-06-14,DC_10,15.8,2308.9
2023-06-15,DC_10,16.96,2234.2
2023-06-16,DC_10,16.48,2384.0
2023-06-17,DC_10,16.98,2453.1
2023-06-18,DC_10,17.13,2482.0
2023-06-19,DC_10,16.37,2352.5
2023-06-20,DC_10,16.98,2191.9
2023-06-21,DC_10,16.46,2378.2
2023-06-22,DC_10,17.73,2333.3
2023-06-23,DC_10,16.23,2384.7
2023-06-24,DC_10,17.12,2212.9
2023-06-25,DC_10,16.39,2279.6
2023-06-26,DC_10,17.04,2305.5
2023-06-27,DC_10,17.23,2328.0
2023-06-28,DC_10,15.95,2335.6
2023-06-29,DC_10,17.75,2293.5
2023-06-30,DC_10,17.78,2465.3
2023-07-01,DC_10,18.13,2505.8
2023-07-02,DC_10,16.53,2186.7
2023-07-03,DC_10,16.62,2377.3
2023-07-04,DC_10,16.0,2545.5
2023-07-05,DC_10,16.7,2386.1
2023-07-06,DC_10,16.33,2286.0
2023-07-07,DC_10,17.33,2327.0
2023-07-08,DC_10,17.8,2460.7
2023-07-09,DC_10,16.18,2348.5
2023-07-10,DC_10,17.77,2473.8
2023-07-11,DC_10,16.81,2394.8
2023-07-12,DC_10,17.1,2350.3
2023-07-13,DC_10,17.34,2489.8
2023-07-14,DC_10,17.63,2564.1
2023-07-15,DC_10,17.48,2429.0
2023-07-16,DC_10,17.08,2441.4
2023-07-17,DC_10,16.79,2484.5
2023-07-18,DC_10,17.64,2364.3
2023-07-19,DC_10,16.32,2392.2
2023-07-20,DC_10,16.85,2313.9
2023-07-21,DC_10,16.91,2432.7
2023-07-22,DC_10,17.33,2382.3
2023-07-23,DC_10,17.0,2480.5
2023-07-24,DC_10,17.76,2354.6
2023-07-25,DC_10,17.06,2423.4
2023-07-26,DC_10,16.92,2409.3
2023-07-27,DC_10,17.56,2535.6
2023-07-28,DC_10,17.44,2546.5
2023-07-29,DC_10,17.16,2425.6
2023-07-30,DC_10,17.59,2391.3
2023-07-31,DC_10,17.24,2522.4
2023-08-01,DC_10,17.17,2528.7
2023-08-02,DC_10,16.88,2294.9
2023-08-03,DC_10,16.15,2457.2
2023-08-04,DC_10,16.82,2485.7
2023-08-05,DC_10,18.04,2391.9
2023-08-06,DC_10,17.68,2426.6
2023-08-07,DC_10,17.2,2335.3
2023-08-08,DC_10,17.34,2463.1
2023-08-09,DC_10,16.68,2364.2
2023-08-10,DC_10,18.12,2513.8
2023-08-11,DC_10,18.13,2477.5
2023-08-12,DC_10,16.98,2321.6
2023-08-13,DC_10,17.4,2381.0
2023-08-14,DC_10,16.72,2522.5
2023-08-15,DC_10,17.61,2370.6
2023-08-16,DC_10,17.48,2341.7
2023-08-17,DC_10,17.42,2468.4
2023-08-18,DC_10,17.64,2527.4
2023-08-19,DC_10,16.79,2410.5
2023-08-20,DC_10,18.11,2349.6
2023-08-21,DC_10,17.79,2543.0
2023-08-22,DC_10,16.65,2646.4
2023-08-23,DC_10,17.39,2412.6
2023-08-24,DC_10,17.94,2517.2
2023-08-25,DC_10,17.13,2349.3
2023-08-26,DC_10,17.44,2545.0
2023-08-27,DC_10,17.18,2535.3
2023-08-28,DC_10,16.77,2501.9
2023-08-29,DC_10,17.71,2502.4
2023-08-30,DC_10,17.25,2524.6
2023-08-31,DC_10,17.69,2479.3
2023-09-01,DC_10,17.46,2251.8
2023-09-02,DC_10,16.93,2450.0
2023-09-03,DC_10,16.85,2374.4
2023-09-04,DC_10,17.5,2446.5
2023-09-05,DC_10,18.13,2489.9
2023-09-06,DC_10,16.75,2449.7
2023-09-07,DC_10,17.71,2348.5
2023-09-08,DC_10,17.19,2492.6
2023-09-09,DC_10,17.07,2455.9
2023-09-10,DC_10,16.94,2500.5
2023-09-11,DC_10,17.85,2502.2
2023-09-12,DC_10,17.26,2443.5
2023-09-13,DC_10,16.9,2404.9
2023-09-14,DC_10,17.28,2491.6
2023-09-15,DC_10,16.98,2516.7
2023-09-16,DC_10,18.23,2464.1
2023-09-17,DC_10,16.95,2482.5
2023-09-18,DC_10,17.23,2474.6
2023-09-19,DC_10,16.87,2430.6
2023-09-20,DC_10,17.52,2378.3
2023-09-21,DC_10,17.87,2342.6
2023-09-22,DC_10,17.13,2374.7
2023-09-23,DC_10,17.06,2588.8
2023-09-24,DC_10,17.57,2522.1
2023-09-25,DC_10,17.6,2554.8
2023-09-26,DC_10,17.59,2341.4
2023-09-27,DC_10,16.74,2518.1
2023-09-28,DC_10,17.79,2500.6
2023-09-29,DC_10,18.45,2522.2
2023-09-30,DC_10,16.88,2443.6
2023-10-01,DC_10,17.16,2479.3
2023-10-02,DC_10,17.63,2503.0
2023-10-03,DC_10,17.73,2480.4
2023-10-04,DC_10,16.93,2364.7
2023-10-05,DC_10,17.48,2421.7
2023-10-06,DC_10,17.61,2289.8
2023-10-07,DC_10,17.53,2417.2
2023-10-08,DC_10,17.04,2502.3
2023-10-09,DC_10,18.58,2393.0
2023-10-10,DC_10,16.69,2367.5
2023-10-11,DC_10,17.44,2371.6
2023-10-12,DC_10,17.37,2631.2
2023-10-13,DC_10,16.91,2560.6
2023-10-14,DC_10,17.5,2379.9
2023-10-15,DC_10,17.67,2662.7
2023-10-16,DC_10,18.25,2562.9
2023-10-17,DC_10,16.93,2512.9
2023-10-18,DC_10,17.67,2453.8
2023-10-19,DC_10,17.15,2470.8
2023-10-20,DC_10,17.04,2495.9
2023-10-21,DC_10,18.19,2356.1
2023-10-22,DC_10,17.09,2460.7
2023-10-23,DC_10,17.81,2426.3
2023-10-24,DC_10,17.14,2467.2
2023-10-25,DC_10,17.78,2467.0
2023-10-26,DC_10,17.17,2538.7
2023-10-27,DC_10,16.77,2336.3
2023-10-28,DC_10,18.13,2350.3
2023-10-29,DC_10,17.66,2445.1
2023-10-30,DC_10,17.62,2492.3
2023-10-31,DC_10,16.66,2372.9
2023-11-01,DC_10,16.84,2305.1
2023-11-02,DC_10,17.09,2475.7
2023-11-03,DC_10,17.1,2250.2
2023-11-04,DC_10,16.83,2425.4
2023-11-05,DC_10,17.17,2604.0
2023-11-06,DC_10,17.01,2483.1
2023-11-07,DC_10,18.0,2390.6
2023-11-08,DC_10,16.19,2393.7
2023-11-09,DC_10,17.56,2350.5
2023-11-10,DC_10,17.02,2292.5
2023-11-11,DC_10,17.65,2381.7
2023-11-12,DC_10,17.54,2349.0
2023-11-13,DC_10,17.55,2489.9
2023-11-14,DC_10,17.26,2572.4
2023-11-15,DC_10,18.02,2392.6
2023-11-16,DC_10,16.07,2396.5
2023-11-17,DC_10,17.18,2437.0
2023-11-18,DC_10,17.54,2314.1
2023-11-19,DC_10,16.81,2402.7
2023-11-20,DC_10,17.02,2381.7
2023-11-21,DC_10,15.62,2318.4
2023-11-22,DC_10,16.25,2302.0
2023-11-23,DC_10,16.62,2419.2
2023-11-24,DC_10,17.28,2396.5
2023-11-25,DC_10,17.07,2317.9
2023-11-26,DC_10,16.66,2429.8
2023-11-27,DC_10,16.85,2371.0
2023-11-28,DC_10,17.42,2320.6
2023-11-29,DC_10,17.02,2250.2
2023-11-30,DC_10,17.31,2455.7
2023-12-01,DC_10,17.69,2337.7
2023-12-02,DC_10,15.77,2345.8
2023-12-03,DC_10,16.35,2446.0
2023-12-04,DC_10,17.04,2522.4
2023-12-05,DC_10,17.8,2336.7
2023-12-06,DC_10,16.73,2383.8
2023-12-07,DC_10,16.99,2514.6
2023-12-08,DC_10,17.04,2426.7
2023-12-09,DC_10,17.14,2334.5
2023-12-10,DC_10,16.95,2507.5
2023-12-11,DC_10,17.18,2255.8
2023-12-12,DC_10,16.16,2363.6
2023-12-13,DC_10,17.25,2346.0
2023-12-14,DC_10,16.62,2418.8
2023-12-15,DC_10,16.62,2362.0
2023-12-16,DC_10,16.73,2078.1
2023-12-17,DC_10,17.52,2475.4
2023-12-18,DC_10,16.26,2390.0
2023-12-19,DC_10,16.97,2508.5
2023-12-20,DC_10,16.92,2263.8
2023-12-21,DC_10,17.34,2352.1
2023-12-22,DC_10,16.99,2441.4
2023-12-23,DC_10,16.49,2338.4
2023-12-24,DC_10,16.68,2335.2
2023-12-25,DC_10,16.34,2158.6
2023-12-26,DC_10,16.91,2337.7
2023-12-27,DC_10,17.76,2470.9
2023-12-28,DC_10,16.29,2409.8
2023-12-29,DC_10,16.65,2340.6
2023-12-30,DC_10,16.28,2255.5
2023-12-31,DC_10,16.65,2312.4
2024-01-01,DC_10,16.09,2204.5
2024-01-02,DC_10,16.97,2403.2
2024-01-03,DC_10,17.11,2388.7
2024-01-04,DC_10,14.99,2292.5
2024-01-05,DC_10,17.65,2407.9
2024-01-06,DC_10,16.71,2413.2
2024-01-07,DC_10,16.98,2399.6
2024-01-08,DC_10,16.16,2428.8
2024-01-09,DC_10,16.9,2506.0
2024-01-10,DC_10,16.37,2267.9
2024-01-11,DC_10,16.75,2291.3
2024-01-12,DC_10,16.29,2276.2
2024-01-13,DC_10,17.14,2238.9
2024-01-14,DC_10,16.06,2219.2
2024-01-15,DC_10,17.18,2307.6
2024-01-16,DC_10,16.53,2273.7
2024-01-17,DC_10,16.14,2170.6
2024-01-18,DC_10,16.34,2259.5
2024-01-19,DC_10,15.99,2267.0
2024-01-20,DC_10,15.91,2263.7
2024-01-21,DC_10,16.77,2296.4
2024-01-22,DC_10,17.71,2323.1
2024-01-23,DC_10,15.43,2312.0
2024-01-24,DC_10,16.62,2248.3
2024-01-25,DC_10,16.33,2199.7
2024-01-26,DC_10,17.31,2302.8
2024-01-27,DC_10,15.46,2203.8
2024-01-28,DC_10,16.47,2343.9
2024-01-29,DC_10,16.66,2192.4
2024-01-30,DC_10,15.43,2311.4
2024-01-31,DC_10,17.6,2312.6
2024-02-01,DC_10,16.55,2306.4
2024-02-02,DC_10,16.46,2107.5
2024-02-03,DC_10,16.96,2141.8
2024-02-04,DC_10,15.87,2285.9
2024-02-05,DC_10,16.7,2187.3
2024-02-06,DC_10,16.3,2259.2
2024-02-07,DC_10,15.52,2382.0
2024-02-08,DC_10,16.95,2317.9
2024-02-09,DC_10,15.17,2214.9
2024-02-10,DC_10,16.79,2330.2
2024-02-11,DC_10,16.24,2230.6
2024-02-12,DC_10,17.36,2267.9
2024-02-13,DC_10,15.63,2456.0
2024-02-14,DC_10,16.32,2349.0
2024-02-15,DC_10,16.48,2162.5
2024-02-16,DC_10,16.51,2472.0
2024-02-17,DC_10,16.73,2234.9
2024-02-18,DC_10,16.39,2302.7
2024-02-19,DC_10,16.51,2154.6
2024-02-20,DC_10,16.63,2269.7
2024-02-21,DC_10,16.42,2158.7
2024-02-22,DC_10,16.58,2260.8
2024-02-23,DC_10,16.06,2216.5
2024-02-24,DC_10,17.77,2410.3
2024-02-25,DC_10,15.82,2256.7
2024-02-26,DC_10,15.91,2417.0
2024-02-27,DC_10,16.34,2260.2
2024-02-28,DC_10,15.78,2220.2
2024-02-29,DC_10,17.75,2302.8
2024-03-01,DC_10,15.81,2363.9
2024-03-02,DC_10,15.78,2323.6
2024-03-03,DC_10,16.3,2216.6
2024-03-04,DC_10,17.0,2205.0
2024-03-05,DC_10,15.6,2230.6
2024-03-06,DC_10,16.64,2202.0
2024-03-07,DC_10,16.65,2124.3
2024-03-08,DC_10,16.51,2279.5
2024-03-09,DC_10,15.93,2312.8
2024-03-10,DC_10,15.83,2275.7
2024-03-11,DC_10,16.11,2245.9
2024-03-12,DC_10,16.39,2287.4
2024-03-13,DC_10,16.56,2374.6
2024-03-14,DC_10,15.99,2280.3
2024-03-15,DC_10,15.54,2202.6
2024-03-16,DC_10,15.68,2278.3
